町丁名,年度,変化率(%),変化タイプ,変化の大きさ,前年人口,人口増減
新生２丁目,2006,-2.8858218318695106,自然増減,2.8858218318695106,797.0,-23.0
池田４丁目,2009,-2.886247877758913,自然増減,2.886247877758913,589.0,-17.0
栄町,2004,-2.888086642599278,自然増減,2.888086642599278,554.0,-16.0
新南部４丁目,2000,-2.891566265060241,自然増減,2.891566265060241,415.0,-12.0
楠５丁目,2019,-2.8938906752411575,自然増減,2.8938906752411575,933.0,-27.0
大窪４丁目,2024,-2.8938906752411575,自然増減,2.8938906752411575,311.0,-9.0
上林町,2000,-2.8947368421052633,自然増減,2.8947368421052633,380.0,-11.0
大窪５丁目,2021,-2.8947368421052633,自然増減,2.8947368421052633,760.0,-22.0
帯山１丁目,2009,-2.8956228956228958,自然増減,2.8956228956228958,2970.0,-86.0
出水１丁目,2013,-2.8962188254223653,自然増減,2.8962188254223653,1243.0,-36.0
河内町白浜,2000,-2.898550724637681,自然増減,2.898550724637681,1104.0,-32.0
武蔵ケ丘７丁目,2005,-2.898550724637681,自然増減,2.898550724637681,897.0,-26.0
九品寺６丁目,2019,-2.9000000000000004,自然増減,2.9000000000000004,999.9999999999999,-29.0
渡鹿１丁目,2012,-2.9008863819500403,自然増減,2.9008863819500403,1241.0,-36.0
南高江４丁目,2015,-2.901554404145078,自然増減,2.901554404145078,965.0,-28.0
春日６丁目,2023,-2.9017857142857144,自然増減,2.9017857142857144,448.0,-13.0
御幸西無田町,2011,-2.9017857142857144,自然増減,2.9017857142857144,448.0,-13.0
楠３丁目,2012,-2.9023746701846966,自然増減,2.9023746701846966,379.0,-11.0
国府２丁目,2023,-2.9033793431699193,自然増減,2.9033793431699193,2101.0,-61.0
帯山６丁目,1999,-2.905811623246493,自然増減,2.905811623246493,998.0,-29.0
楠４丁目,2020,-2.906208718626156,自然増減,2.906208718626156,757.0,-22.0
中唐人町,2021,-2.9069767441860463,自然増減,2.9069767441860463,172.0,-5.0
山ノ内２丁目,2024,-2.91005291005291,自然増減,2.91005291005291,378.0,-11.0
近見６丁目,2007,-2.910216718266254,自然増減,2.910216718266254,1614.9999999999998,-47.0
田崎３丁目,2025,-2.9117379435850776,自然増減,2.9117379435850776,1098.9999999999998,-32.0
九品寺６丁目,2018,-2.912621359223301,自然増減,2.912621359223301,1030.0,-30.0
池上町,2024,-2.912621359223301,自然増減,2.912621359223301,206.0,-6.0
渡鹿１丁目,2016,-2.913533834586466,自然増減,2.913533834586466,1064.0,-31.0
野田３丁目,2020,-2.913907284768212,自然増減,2.913907284768212,755.0,-22.0
八島１丁目,2003,-2.9154518950437316,自然増減,2.9154518950437316,343.0,-10.0
長嶺南２丁目,2015,-2.9166666666666665,自然増減,2.9166666666666665,720.0000000000001,-21.0
小島下町,2012,-2.9166666666666665,自然増減,2.9166666666666665,720.0000000000001,-21.0
桜木２丁目,2003,-2.9166666666666665,自然増減,2.9166666666666665,720.0000000000001,-21.0
花園６丁目,2008,-2.917046490428441,自然増減,2.917046490428441,2194.0,-64.0
本荘３丁目,2011,-2.9173419773095626,自然増減,2.9173419773095626,617.0,-18.0
春日５丁目,1999,-2.918781725888325,自然増減,2.918781725888325,788.0,-23.0
万町１丁目,2006,-2.9197080291970803,自然増減,2.9197080291970803,137.0,-4.0
楠７丁目,2019,-2.920353982300885,自然増減,2.920353982300885,1130.0,-33.0
黒髪４丁目,2019,-2.9234737747205504,自然増減,2.9234737747205504,1163.0,-34.0
島崎１丁目,2018,-2.923538230884558,自然増減,2.923538230884558,2668.0,-78.0
北迫町,2019,-2.923976608187134,自然増減,2.923976608187134,171.00000000000003,-5.0
本荘４丁目,2002,-2.923976608187134,自然増減,2.923976608187134,513.0000000000001,-15.0
月出６丁目,2014,-2.9243937232524964,自然増減,2.9243937232524964,1402.0,-41.0
東町２丁目,2015,-2.925531914893617,自然増減,2.925531914893617,376.0,-11.0
川口町,2011,-2.925764192139738,自然増減,2.925764192139738,2290.0,-67.0
慶徳堀町,2016,-2.9268292682926833,自然増減,2.9268292682926833,204.99999999999997,-6.0
湖東１丁目,2009,-2.9296875,自然増減,2.9296875,512.0,-15.0
八景水谷１丁目,2019,-2.9300567107750473,自然増減,2.9300567107750473,1058.0,-31.0
平田１丁目,2021,-2.93040293040293,自然増減,2.93040293040293,546.0000000000001,-16.0
万楽寺町,2011,-2.9315960912052117,自然増減,2.9315960912052117,307.0,-9.0
平成１丁目,2021,-2.932551319648094,自然増減,2.932551319648094,682.0,-20.0
河内町河内,2019,-2.9327610872675254,自然増減,2.9327610872675254,1397.9999999999998,-41.0
楠２丁目,2011,-2.933673469387755,自然増減,2.933673469387755,784.0,-23.0
出町,2020,-2.9345372460496613,自然増減,2.9345372460496613,886.0000000000001,-26.0
内田町,2011,-2.9367469879518073,自然増減,2.9367469879518073,1328.0,-39.0
八島２丁目,2017,-2.938634399308557,自然増減,2.938634399308557,1157.0,-34.0
川端町,2004,-2.941176470588235,自然増減,2.941176470588235,34.00000000000001,-1.0
山室４丁目,2011,-2.941176470588235,自然増減,2.941176470588235,306.00000000000006,-9.0
龍田町弓削,2024,-2.941176470588235,自然増減,2.941176470588235,306.00000000000006,-9.0
古京町,2010,-2.941176470588235,自然増減,2.941176470588235,68.00000000000001,-2.0
大江５丁目,2021,-2.941176470588235,自然増減,2.941176470588235,782.0000000000001,-23.0
紺屋町２丁目,2021,-2.941176470588235,自然増減,2.941176470588235,34.00000000000001,-1.0
河内町面木,2012,-2.941176470588235,自然増減,2.941176470588235,68.00000000000001,-2.0
平成２丁目,2007,-2.941176470588235,自然増減,2.941176470588235,544.0000000000001,-16.0
東町４丁目,2000,-2.9453513129879347,自然増減,2.9453513129879347,5636.0,-166.0
尾ノ上２丁目,2019,-2.9465930018416207,自然増減,2.9465930018416207,1629.0,-48.0
東町２丁目,2002,-2.9473684210526314,自然増減,2.9473684210526314,475.0,-14.0
月出８丁目,2022,-2.947845804988662,自然増減,2.947845804988662,441.0,-13.0
若葉５丁目,2013,-2.948207171314741,自然増減,2.948207171314741,1255.0,-37.0
弓削町,2022,-2.9484029484029484,自然増減,2.9484029484029484,407.0,-12.0
新外２丁目,2002,-2.9484029484029484,自然増減,2.9484029484029484,407.0,-12.0
河内町船津,2018,-2.9506437768240343,自然増減,2.9506437768240343,1864.0,-55.0
今町,2005,-2.9508196721311477,自然増減,2.9508196721311477,305.0,-9.0
八景水谷２丁目,2002,-2.9522141606204655,自然増減,2.9522141606204655,3997.0,-118.0
東京塚町,2006,-2.952755905511811,自然増減,2.952755905511811,1016.0,-30.0
出仲間１丁目,2009,-2.9535864978902953,自然増減,2.9535864978902953,711.0,-21.0
今町,2015,-2.954048140043764,自然増減,2.954048140043764,914.0,-27.0
花園２丁目,2021,-2.9545454545454546,自然増減,2.9545454545454546,440.0,-13.0
新大江２丁目,2004,-2.954694681549573,自然増減,2.954694681549573,1523.0,-45.0
新生１丁目,2007,-2.955003357958361,自然増減,2.955003357958361,1489.0,-44.0
南坪井町,2002,-2.9565217391304346,自然増減,2.9565217391304346,575.0000000000001,-17.0
島崎２丁目,2020,-2.9571984435797662,自然増減,2.9571984435797662,2570.0000000000005,-76.0
小島下町,2025,-2.957486136783734,自然増減,2.957486136783734,541.0,-16.0
島崎６丁目,2022,-2.9577464788732395,自然増減,2.9577464788732395,1420.0,-42.0
池亀町,2012,-2.9585798816568047,自然増減,2.9585798816568047,676.0,-20.0
島崎３丁目,2025,-2.959094865100087,自然増減,2.959094865100087,1149.0,-34.0
東野３丁目,2014,-2.9593094944512948,自然増減,2.9593094944512948,811.0,-24.0
花立６丁目,2018,-2.959953569355775,自然増減,2.959953569355775,1723.0,-51.0
長嶺南５丁目,2000,-2.9605263157894735,自然増減,2.9605263157894735,608.0,-18.0
黒髪１丁目,2001,-2.9607698001480385,自然増減,2.9607698001480385,1351.0,-40.0
若葉２丁目,2013,-2.9612756264236904,自然増減,2.9612756264236904,878.0,-26.0
本山３丁目,1999,-2.9629629629629632,自然増減,2.9629629629629632,405.0,-12.0
十禅寺２丁目,2017,-2.9629629629629632,自然増減,2.9629629629629632,675.0,-20.0
神水本町,2001,-2.9643073200241985,自然増減,2.9643073200241985,1653.0,-49.0
山ノ神１丁目,2025,-2.964959568733154,自然増減,2.964959568733154,1112.9999999999998,-33.0
若葉４丁目,2014,-2.965599051008304,自然増減,2.965599051008304,843.0,-25.0
松尾町平山,2012,-2.9661016949152543,自然増減,2.9661016949152543,236.0,-7.0
横手３丁目,2010,-2.967359050445104,自然増減,2.967359050445104,1347.9999999999998,-40.0
新生２丁目,2020,-2.967359050445104,自然増減,2.967359050445104,673.9999999999999,-20.0
長嶺南５丁目,2008,-2.967359050445104,自然増減,2.967359050445104,673.9999999999999,-20.0
御領１丁目,2018,-2.96875,自然増減,2.96875,1280.0,-38.0
月出３丁目,2022,-2.9702970297029703,自然増減,2.9702970297029703,606.0,-18.0
渡鹿６丁目,2002,-2.9702970297029703,自然増減,2.9702970297029703,1212.0,-36.0
世安町,2014,-2.9710711493354185,自然増減,2.9710711493354185,2558.0,-76.0
上熊本３丁目,2019,-2.9728020240354205,自然増減,2.9728020240354205,1581.0,-47.0
本山３丁目,2016,-2.973240832507433,自然増減,2.973240832507433,1009.0,-30.0
出水３丁目,2019,-2.9748283752860414,自然増減,2.9748283752860414,1311.0,-39.0
日吉１丁目,2011,-2.976190476190476,自然増減,2.976190476190476,1008.0000000000002,-30.0
鹿子木町,2009,-2.9781601588352085,自然増減,2.9781601588352085,1511.0,-45.0
二本木５丁目,2011,-2.978235967926689,自然増減,2.978235967926689,873.0000000000001,-26.0
大鳥居町,2002,-2.9787234042553195,自然増減,2.9787234042553195,235.0,-7.0
貢町,2012,-2.9797377830750893,自然増減,2.9797377830750893,839.0000000000001,-25.0
龍田町弓削,2022,-2.980132450331126,自然増減,2.980132450331126,302.0,-9.0
新大江１丁目,2008,-2.9807130333138514,自然増減,2.9807130333138514,1711.0,-51.0
畠口町,2016,-2.9810298102981028,自然増減,2.9810298102981028,738.0,-22.0
帯山２丁目,2000,-2.9819694868238558,自然増減,2.9819694868238558,1442.0,-43.0
子飼本町,2007,-2.9827315541601256,自然増減,2.9827315541601256,637.0,-19.0
長嶺西１丁目,2011,-2.983050847457627,自然増減,2.983050847457627,1475.0,-44.0
蓮台寺１丁目,2018,-2.9836381135707413,自然増減,2.9836381135707413,1039.0,-31.0
出仲間７丁目,2008,-2.9837251356238697,自然増減,2.9837251356238697,1106.0,-33.0
東町２丁目,2013,-2.9850746268656714,自然増減,2.9850746268656714,402.00000000000006,-12.0
山室４丁目,2005,-2.9850746268656714,自然増減,2.9850746268656714,335.00000000000006,-10.0
佐土原３丁目,2010,-2.9850746268656714,自然増減,2.9850746268656714,134.00000000000003,-4.0
琴平本町,1999,-2.9859484777517564,自然増減,2.9859484777517564,1708.0,-51.0
大江３丁目,2024,-2.9865125240847785,自然増減,2.9865125240847785,2076.0,-62.0
八景水谷３丁目,2008,-2.9871011541072643,自然増減,2.9871011541072643,1472.9999999999998,-44.0
上水前寺２丁目,2025,-2.987197724039829,自然増減,2.987197724039829,703.0,-21.0
西原３丁目,2005,-2.987697715289982,自然増減,2.987697715289982,1138.0000000000002,-34.0
錦ケ丘,2016,-2.9889538661468484,自然増減,2.9889538661468484,1539.0,-46.0
若葉６丁目,2016,-2.989130434782609,自然増減,2.989130434782609,1104.0,-33.0
菅原町,2007,-2.990897269180754,自然増減,2.990897269180754,769.0,-23.0
栄町,2008,-2.9921259842519685,自然増減,2.9921259842519685,635.0,-19.0
黒髪７丁目,1999,-2.9933481152993346,自然増減,2.9933481152993346,902.0000000000001,-27.0
二本木４丁目,2009,-2.9940119760479043,自然増減,2.9940119760479043,835.0,-25.0
南高江２丁目,1999,-2.995169082125604,自然増減,2.995169082125604,1035.0,-31.0
黒髪２丁目,2006,-2.995234853641933,自然増減,2.995234853641933,1469.0000000000002,-44.0
若葉１丁目,2024,-2.9962546816479403,自然増減,2.9962546816479403,533.9999999999999,-16.0
白石町,2006,-2.997275204359673,自然増減,2.997275204359673,367.0,-11.0
八幡７丁目,2001,-2.997275204359673,自然増減,2.997275204359673,367.0,-11.0
本荘５丁目,2001,-2.9982363315696645,自然増減,2.9982363315696645,1134.0000000000002,-34.0
新生１丁目,2003,-2.998776009791922,自然増減,2.998776009791922,1634.0,-49.0
船場町下１丁目,2012,-3.0,自然増減,3.0,300.0,-9.0
新町１丁目,2016,-3.0023094688221708,自然増減,3.0023094688221708,1732.0,-52.0
花園２丁目,2025,-3.0023094688221708,自然増減,3.0023094688221708,433.0,-13.0
田崎３丁目,2022,-3.0025020850708923,自然増減,3.0025020850708923,1199.0,-36.0
長嶺南３丁目,2025,-3.00276570525484,自然増減,3.00276570525484,2531.0,-76.0
西子飼町,2010,-3.003003003003003,自然増減,3.003003003003003,333.0,-10.0
若葉５丁目,2003,-3.0036630036630036,自然増減,3.0036630036630036,1365.0,-41.0
池亀町,2004,-3.0037546933667083,自然増減,3.0037546933667083,799.0,-24.0
大窪５丁目,2018,-3.0037546933667083,自然増減,3.0037546933667083,799.0,-24.0
松尾町平山,2014,-3.004291845493562,自然増減,3.004291845493562,233.0,-7.0
河内町白浜,2008,-3.006012024048096,自然増減,3.006012024048096,998.0,-30.0
帯山６丁目,2004,-3.006012024048096,自然増減,3.006012024048096,998.0,-30.0
春日５丁目,2000,-3.0065359477124183,自然増減,3.0065359477124183,765.0,-23.0
出仲間３丁目,2010,-3.007518796992481,自然増減,3.007518796992481,798.0,-24.0
清水万石２丁目,2021,-3.007518796992481,自然増減,3.007518796992481,133.0,-4.0
新市街,2012,-3.007518796992481,自然増減,3.007518796992481,133.0,-4.0
草葉町,2025,-3.007518796992481,自然増減,3.007518796992481,532.0,-16.0
世安町,2005,-3.0077979948013365,自然増減,3.0077979948013365,2693.0000000000005,-81.0
国府１丁目,2007,-3.008070432868672,自然増減,3.008070432868672,1363.0,-41.0
高平３丁目,2022,-3.0108904548366433,自然増減,3.0108904548366433,1560.9999999999998,-47.0
春日２丁目,2002,-3.0120481927710845,自然増減,3.0120481927710845,332.0,-10.0
武蔵ケ丘３丁目,2014,-3.0141843971631204,自然増減,3.0141843971631204,564.0,-17.0
和泉町,1999,-3.015075376884422,自然増減,3.015075376884422,398.0,-12.0
帯山４丁目,2015,-3.0155979202772967,自然増減,3.0155979202772967,2884.9999999999995,-87.0
壺川１丁目,2009,-3.0162412993039442,自然増減,3.0162412993039442,862.0,-26.0
新南部６丁目,2020,-3.0172413793103448,自然増減,3.0172413793103448,232.00000000000003,-7.0
長嶺東８丁目,2014,-3.0172413793103448,自然増減,3.0172413793103448,464.00000000000006,-14.0
川口町,2008,-3.0176026823134956,自然増減,3.0176026823134956,2385.9999999999995,-72.0
万楽寺町,2019,-3.018867924528302,自然増減,3.018867924528302,264.99999999999994,-8.0
湖東３丁目,2009,-3.0193236714975846,自然増減,3.0193236714975846,827.9999999999999,-25.0
黒髪２丁目,2000,-3.019538188277087,自然増減,3.019538188277087,1689.0,-51.0
万楽寺町,2012,-3.0201342281879198,自然増減,3.0201342281879198,298.0,-9.0
八島２丁目,2001,-3.0213706705969052,自然増減,3.0213706705969052,1356.9999999999998,-41.0
長嶺南２丁目,2004,-3.021978021978022,自然増減,3.021978021978022,728.0,-22.0
花園４丁目,2017,-3.0257186081694405,自然増減,3.0257186081694405,660.9999999999999,-20.0
桜木３丁目,2021,-3.027245206861756,自然増減,3.027245206861756,991.0,-30.0
清水亀井町,2013,-3.0275229357798166,自然増減,3.0275229357798166,1090.0,-33.0
室園町,2003,-3.0280649926144756,自然増減,3.0280649926144756,1354.0,-41.0
水前寺２丁目,2017,-3.0282174810736406,自然増減,3.0282174810736406,1453.0,-44.0
出仲間５丁目,2015,-3.0303030303030303,自然増減,3.0303030303030303,726.0,-22.0
河内町河内,2023,-3.0303030303030303,自然増減,3.0303030303030303,1254.0,-38.0
白石町,2001,-3.0303030303030303,自然増減,3.0303030303030303,396.0,-12.0
手取本町,2014,-3.0303030303030303,自然増減,3.0303030303030303,33.0,-1.0
魚屋町２丁目,1999,-3.0303030303030303,自然増減,3.0303030303030303,33.0,-1.0
秋津町沼山津,2014,-3.0303030303030303,自然増減,3.0303030303030303,66.0,-2.0
薄場町,2002,-3.0303030303030303,自然増減,3.0303030303030303,33.0,-1.0
細工町１丁目,2020,-3.0303030303030303,自然増減,3.0303030303030303,132.0,-4.0
水前寺４丁目,2009,-3.0303030303030303,自然増減,3.0303030303030303,2112.0,-64.0
渡鹿５丁目,2016,-3.033006244424621,自然増減,3.033006244424621,1121.0,-34.0
出水６丁目,2025,-3.0331166821417517,自然増減,3.0331166821417517,3231.0,-98.0
山ノ神１丁目,2005,-3.0332681017612524,自然増減,3.0332681017612524,1022.0,-31.0
島崎５丁目,2019,-3.0338389731621938,自然増減,3.0338389731621938,1714.0,-52.0
河内町岳,2005,-3.033980582524272,自然増減,3.033980582524272,824.0,-25.0
清水万石３丁目,2008,-3.0354131534569984,自然増減,3.0354131534569984,593.0,-18.0
二本木３丁目,1999,-3.0371203599550056,自然増減,3.0371203599550056,889.0,-27.0
新外２丁目,2003,-3.0379746835443036,自然増減,3.0379746835443036,395.0,-12.0
月出２丁目,2022,-3.0391583869082406,自然増減,3.0391583869082406,1711.0,-52.0
三郎１丁目,2014,-3.0421216848673946,自然増減,3.0421216848673946,1282.0,-39.0
黒髪２丁目,1999,-3.0424799081515497,自然増減,3.0424799081515497,1742.0,-53.0
長嶺東８丁目,2022,-3.0434782608695654,自然増減,3.0434782608695654,460.0,-14.0
楠３丁目,2007,-3.0444964871194378,自然増減,3.0444964871194378,427.0,-13.0
花立１丁目,2015,-3.0444964871194378,自然増減,3.0444964871194378,427.0,-13.0
八幡５丁目,2023,-3.0456852791878175,自然増減,3.0456852791878175,394.0,-12.0
慶徳堀町,2020,-3.0456852791878175,自然増減,3.0456852791878175,197.0,-6.0
島崎１丁目,2014,-3.0467899891186074,自然増減,3.0467899891186074,2756.9999999999995,-84.0
武蔵ケ丘２丁目,2003,-3.048780487804878,自然増減,3.048780487804878,820.0,-25.0
渡鹿４丁目,2017,-3.0495552731893265,自然増減,3.0495552731893265,787.0,-24.0
長嶺東７丁目,2012,-3.0501089324618738,自然増減,3.0501089324618738,459.0,-14.0
蓮台寺１丁目,2008,-3.0505243088655862,自然増減,3.0505243088655862,1049.0,-32.0
桜木４丁目,2023,-3.0506406345332517,自然増減,3.0506406345332517,1639.0000000000002,-50.0
八反田１丁目,2000,-3.0513176144244105,自然増減,3.0513176144244105,721.0,-22.0
若葉２丁目,2014,-3.051643192488263,自然増減,3.051643192488263,852.0,-26.0
若葉５丁目,2008,-3.052866716306776,自然増減,3.052866716306776,1343.0,-41.0
飛田３丁目,2008,-3.0534351145038165,自然増減,3.0534351145038165,393.0,-12.0
硯川町,2009,-3.0534351145038165,自然増減,3.0534351145038165,655.0,-20.0
出仲間３丁目,2013,-3.054448871181939,自然増減,3.054448871181939,753.0,-23.0
横手３丁目,2011,-3.058103975535168,自然増減,3.058103975535168,1308.0,-40.0
東町１丁目,2011,-3.058823529411765,自然増減,3.058823529411765,425.0,-13.0
松尾町近津,2016,-3.058823529411765,自然増減,3.058823529411765,425.0,-13.0
京塚本町,2008,-3.0600461893764432,自然増減,3.0600461893764432,1732.0,-53.0
世安町,2025,-3.0602171767028628,自然増減,3.0602171767028628,1013.0,-31.0
江越２丁目,2022,-3.061224489795918,自然増減,3.061224489795918,294.0,-9.0
古川町,2001,-3.061224489795918,自然増減,3.061224489795918,98.0,-3.0
栄町,2002,-3.061224489795918,自然増減,3.061224489795918,588.0,-18.0
月出２丁目,2016,-3.0623608017817374,自然増減,3.0623608017817374,1796.0,-55.0
南熊本５丁目,2006,-3.063063063063063,自然増減,3.063063063063063,555.0,-17.0
若葉３丁目,1999,-3.063308373042886,自然増減,3.063308373042886,1469.0,-45.0
米屋町２丁目,2010,-3.065134099616858,自然増減,3.065134099616858,261.00000000000006,-8.0
戸島町,2007,-3.0660377358490565,自然増減,3.0660377358490565,424.0,-13.0
田崎町,2023,-3.0664395229982966,自然増減,3.0664395229982966,586.9999999999999,-18.0
島崎６丁目,2013,-3.0691964285714284,自然増減,3.0691964285714284,1792.0,-55.0
東野１丁目,2005,-3.0697674418604652,自然増減,3.0697674418604652,1075.0,-33.0
吉原町,2014,-3.070175438596491,自然増減,3.070175438596491,228.0,-7.0
渡鹿５丁目,2019,-3.071364046973803,自然増減,3.071364046973803,1107.0,-34.0
黒髪２丁目,2022,-3.0714285714285716,自然増減,3.0714285714285716,1400.0,-43.0
小島下町,2016,-3.0721966205837172,自然増減,3.0721966205837172,651.0,-20.0
白石町,2016,-3.072625698324022,自然増減,3.072625698324022,358.0,-11.0
東野２丁目,2018,-3.0729833546734953,自然増減,3.0729833546734953,781.0,-24.0
上水前寺１丁目,2010,-3.0732860520094563,自然増減,3.0732860520094563,423.0,-13.0
武蔵ケ丘４丁目,2007,-3.0732860520094563,自然増減,3.0732860520094563,846.0,-26.0
八景水谷４丁目,2019,-3.0751708428246016,自然増減,3.0751708428246016,877.9999999999999,-27.0
新南部５丁目,2014,-3.0756442227763925,自然増減,3.0756442227763925,1203.0,-37.0
御幸木部町,2010,-3.076923076923077,自然増減,3.076923076923077,130.0,-4.0
細工町１丁目,2013,-3.076923076923077,自然増減,3.076923076923077,130.0,-4.0
黒髪７丁目,2024,-3.076923076923077,自然増減,3.076923076923077,715.0,-22.0
長嶺西１丁目,2002,-3.077889447236181,自然増減,3.077889447236181,1592.0,-49.0
八景水谷１丁目,2021,-3.0784508440913605,自然増減,3.0784508440913605,1007.0,-31.0
楠４丁目,2014,-3.0785562632696393,自然増減,3.0785562632696393,941.9999999999999,-29.0
若葉５丁目,2017,-3.079416531604538,自然増減,3.079416531604538,1234.0,-38.0
南熊本５丁目,1999,-3.0800821355236137,自然増減,3.0800821355236137,487.0,-15.0
黒髪４丁目,2004,-3.081438004402054,自然増減,3.081438004402054,1363.0,-42.0
新生１丁目,1999,-3.081570996978852,自然増減,3.081570996978852,1655.0,-51.0
帯山８丁目,2002,-3.0816640986132513,自然増減,3.0816640986132513,649.0,-20.0
新土河原２丁目,2013,-3.0831099195710454,自然増減,3.0831099195710454,746.0,-23.0
貢町,2000,-3.0837004405286343,自然増減,3.0837004405286343,908.0,-28.0
呉服町２丁目,2008,-3.0837004405286343,自然増減,3.0837004405286343,227.0,-7.0
尾ノ上２丁目,2021,-3.083989501312336,自然増減,3.083989501312336,1524.0,-47.0
河内町大多尾,2010,-3.0848329048843186,自然増減,3.0848329048843186,389.0,-12.0
並建町,2014,-3.0848329048843186,自然増減,3.0848329048843186,778.0,-24.0
山室１丁目,2002,-3.0852994555353903,自然増減,3.0852994555353903,551.0,-17.0
東町２丁目,2021,-3.0864197530864197,自然増減,3.0864197530864197,324.0,-10.0
黒髪１丁目,2015,-3.086921202274574,自然増減,3.086921202274574,1230.9999999999998,-38.0
国府２丁目,2009,-3.088607594936709,自然増減,3.088607594936709,1975.0,-61.0
本山町,2022,-3.0895047705588365,自然増減,3.0895047705588365,2201.0000000000005,-68.0
西原１丁目,2021,-3.0902348578491967,自然増減,3.0902348578491967,809.0,-25.0
南高江２丁目,2011,-3.0917874396135265,自然増減,3.0917874396135265,1035.0,-32.0
下南部３丁目,2020,-3.0927835051546393,自然増減,3.0927835051546393,1358.0,-42.0
古川町,2015,-3.0927835051546393,自然増減,3.0927835051546393,97.0,-3.0
立福寺町,2011,-3.0927835051546393,自然増減,3.0927835051546393,388.0,-12.0
細工町１丁目,2001,-3.0927835051546393,自然増減,3.0927835051546393,97.0,-3.0
河内町岳,2016,-3.0927835051546393,自然増減,3.0927835051546393,776.0,-24.0
紺屋今町,2003,-3.0927835051546393,自然増減,3.0927835051546393,97.0,-3.0
新大江２丁目,2009,-3.0947775628626695,自然増減,3.0947775628626695,1550.9999999999998,-48.0
蓮台寺３丁目,2004,-3.0959752321981426,自然増減,3.0959752321981426,322.99999999999994,-10.0
若葉４丁目,2006,-3.0978934324659235,自然増減,3.0978934324659235,806.9999999999999,-25.0
水源１丁目,2008,-3.0978934324659235,自然増減,3.0978934324659235,806.9999999999999,-25.0
画図町大字下無田,2013,-3.0982905982905984,自然増減,3.0982905982905984,936.0,-29.0
本荘５丁目,2006,-3.0985915492957745,自然増減,3.0985915492957745,1065.0,-33.0
田迎１丁目,2003,-3.0985915492957745,自然増減,3.0985915492957745,355.0,-11.0
松尾町平山,2006,-3.10077519379845,自然増減,3.10077519379845,258.0,-8.0
下南部２丁目,2022,-3.1013615733736764,自然増減,3.1013615733736764,1322.0,-41.0
小峯１丁目,2006,-3.102189781021898,自然増減,3.102189781021898,548.0,-17.0
西原２丁目,2002,-3.102189781021898,自然増減,3.102189781021898,1096.0,-34.0
三郎１丁目,2003,-3.1029619181946404,自然増減,3.1029619181946404,1418.0,-44.0
八幡１１丁目,2023,-3.1029619181946404,自然増減,3.1029619181946404,709.0,-22.0
大窪３丁目,2021,-3.103448275862069,自然増減,3.103448275862069,290.0,-9.0
武蔵ケ丘３丁目,2007,-3.1055900621118013,自然増減,3.1055900621118013,644.0,-20.0
弓削町,1999,-3.1067961165048543,自然増減,3.1067961165048543,515.0,-16.0
上熊本３丁目,2000,-3.107488537952114,自然増減,3.107488537952114,1963.0,-61.0
鶴羽田町,2012,-3.1088082901554404,自然増減,3.1088082901554404,579.0,-18.0
健軍１丁目,2009,-3.109540636042403,自然増減,3.109540636042403,1415.0,-44.0
田迎６丁目,2019,-3.109656301145663,自然増減,3.109656301145663,611.0,-19.0
健軍１丁目,2001,-3.1105228325612178,自然増減,3.1105228325612178,1511.0,-47.0
南熊本１丁目,1999,-3.111111111111111,自然増減,3.111111111111111,450.0,-14.0
弓削町,2002,-3.112033195020747,自然増減,3.112033195020747,482.0,-15.0
渡鹿３丁目,2007,-3.1124497991967868,自然増減,3.1124497991967868,996.0000000000001,-31.0
城山上代町,2004,-3.11284046692607,自然増減,3.11284046692607,257.0,-8.0
出仲間１丁目,2019,-3.11284046692607,自然増減,3.11284046692607,771.0,-24.0
江津２丁目,2025,-3.1141868512110724,自然増減,3.1141868512110724,289.0,-9.0
西子飼町,2023,-3.1141868512110724,自然増減,3.1141868512110724,289.0,-9.0
河内町大多尾,2019,-3.115264797507788,自然増減,3.115264797507788,321.0,-10.0
東野４丁目,2012,-3.116883116883117,自然増減,3.116883116883117,385.0,-12.0
京町本丁,2003,-3.1173092698933553,自然増減,3.1173092698933553,1219.0,-38.0
花園３丁目,2009,-3.1176470588235294,自然増減,3.1176470588235294,1700.0,-53.0
出仲間６丁目,2012,-3.1189083820662766,自然増減,3.1189083820662766,1026.0,-32.0
島崎６丁目,2019,-3.1190324633991087,自然増減,3.1190324633991087,1571.0,-49.0
平田１丁目,2005,-3.119584055459272,自然増減,3.119584055459272,577.0,-18.0
田迎５丁目,2010,-3.119584055459272,自然増減,3.119584055459272,577.0,-18.0
池亀町,2019,-3.1209362808842656,自然増減,3.1209362808842656,768.9999999999999,-24.0
上熊本２丁目,2023,-3.122043519394513,自然増減,3.122043519394513,1057.0,-33.0
八島２丁目,2021,-3.1221303948576673,自然増減,3.1221303948576673,1089.0,-34.0
蓮台寺１丁目,2000,-3.1222896790980053,自然増減,3.1222896790980053,1153.0,-36.0
新南部３丁目,2022,-3.122497998398719,自然増減,3.122497998398719,1249.0,-39.0
保田窪本町,2025,-3.122923588039867,自然増減,3.122923588039867,1505.0,-47.0
武蔵ケ丘９丁目,2024,-3.125,自然増減,3.125,1056.0,-33.0
大窪４丁目,2010,-3.125,自然増減,3.125,256.0,-8.0
板屋町,2004,-3.125,自然増減,3.125,32.0,-1.0
万町２丁目,2023,-3.125,自然増減,3.125,32.0,-1.0
