町丁名,年度,変化率(%),変化タイプ,変化の大きさ,前年人口,人口増減
新大江２丁目,2005,-0.5412719891745602,自然増減,0.5412719891745602,1478.0000000000002,-8.0
島崎７丁目,2024,-0.5415162454873645,自然増減,0.5415162454873645,554.0000000000001,-3.0
花園６丁目,2014,-0.5424063116370809,自然増減,0.5424063116370809,2028.0,-11.0
山室１丁目,2010,-0.5424954792043399,自然増減,0.5424954792043399,553.0,-3.0
錦ケ丘,2020,-0.5427408412483039,自然増減,0.5427408412483039,1474.0000000000002,-8.0
高平１丁目,2005,-0.5428226779252111,自然増減,0.5428226779252111,1658.0,-9.0
津浦町,2004,-0.5428881650380022,自然増減,0.5428881650380022,1842.0,-10.0
錦ケ丘,2012,-0.5434782608695652,自然増減,0.5434782608695652,1472.0,-8.0
大江６丁目,2016,-0.5434782608695652,自然増減,0.5434782608695652,1840.0,-10.0
横手５丁目,2005,-0.5434782608695652,自然増減,0.5434782608695652,736.0,-4.0
戸坂町,2012,-0.544069640914037,自然増減,0.544069640914037,919.0,-5.0
新大江２丁目,2006,-0.5442176870748299,自然増減,0.5442176870748299,1470.0,-8.0
神水２丁目,2014,-0.5442176870748299,自然増減,0.5442176870748299,735.0,-4.0
健軍３丁目,2005,-0.5443234836702955,自然増減,0.5443234836702955,2572.0,-14.0
西原１丁目,2016,-0.5446623093681917,自然増減,0.5446623093681917,918.0,-5.0
小峯２丁目,2012,-0.544959128065395,自然増減,0.544959128065395,1101.0,-6.0
春日７丁目,2011,-0.5451241671714113,自然増減,0.5451241671714113,1650.9999999999998,-9.0
大江４丁目,2005,-0.5461165048543689,自然増減,0.5461165048543689,1648.0,-9.0
本山町,2004,-0.5461496450027308,自然増減,0.5461496450027308,1831.0,-10.0
小峯１丁目,2015,-0.546448087431694,自然増減,0.546448087431694,548.9999999999999,-3.0
出水１丁目,2007,-0.546448087431694,自然増減,0.546448087431694,1280.9999999999998,-7.0
清水万石５丁目,2021,-0.547945205479452,自然増減,0.547945205479452,1095.0,-6.0
尾ノ上３丁目,2017,-0.5490196078431373,自然増減,0.5490196078431373,1275.0,-7.0
神水本町,2004,-0.5491153142159854,自然増減,0.5491153142159854,1639.0,-9.0
西阿弥陀寺町,2013,-0.5494505494505495,自然増減,0.5494505494505495,182.0,-1.0
長嶺東２丁目,2007,-0.5494505494505495,自然増減,0.5494505494505495,2366.0,-13.0
横手３丁目,2021,-0.5499541704857929,自然増減,0.5499541704857929,1090.9999999999998,-6.0
国府１丁目,2000,-0.5502063273727648,自然増減,0.5502063273727648,1454.0,-8.0
近見２丁目,2025,-0.5514705882352942,自然増減,0.5514705882352942,1088.0,-6.0
中唐人町,2002,-0.5524861878453038,自然増減,0.5524861878453038,181.00000000000003,-1.0
十禅寺１丁目,2024,-0.5524861878453038,自然増減,0.5524861878453038,543.0000000000001,-3.0
大江６丁目,2018,-0.552791597567717,自然増減,0.552791597567717,1809.0,-10.0
沼山津１丁目,2012,-0.554016620498615,自然増減,0.554016620498615,1083.0,-6.0
白山３丁目,2009,-0.554016620498615,自然増減,0.554016620498615,361.0,-2.0
飛田１丁目,2025,-0.5545286506469501,自然増減,0.5545286506469501,541.0,-3.0
本荘２丁目,2009,-0.5545286506469501,自然増減,0.5545286506469501,541.0,-3.0
幸田２丁目,2017,-0.5547850208044383,自然増減,0.5547850208044383,721.0,-4.0
楠７丁目,2021,-0.5555555555555556,自然増減,0.5555555555555556,1080.0,-6.0
元三町２丁目,2021,-0.5565862708719851,自然増減,0.5565862708719851,539.0000000000001,-3.0
岡田町,2004,-0.5565862708719851,自然増減,0.5565862708719851,539.0000000000001,-3.0
御領１丁目,2004,-0.5567153792623522,自然増減,0.5567153792623522,1437.0,-8.0
硯川町,1999,-0.5578800557880056,自然増減,0.5578800557880056,717.0,-4.0
二本木４丁目,2005,-0.5580357142857143,自然増減,0.5580357142857143,896.0,-5.0
保田窪本町,2004,-0.5586592178770949,自然増減,0.5586592178770949,1432.0000000000002,-8.0
山室１丁目,2013,-0.5586592178770949,自然増減,0.5586592178770949,537.0000000000001,-3.0
春日４丁目,2023,-0.5591054313099041,自然増減,0.5591054313099041,1252.0,-7.0
帯山８丁目,2010,-0.5597014925373134,自然増減,0.5597014925373134,536.0,-3.0
東野２丁目,2002,-0.5611672278338945,自然増減,0.5611672278338945,891.0000000000001,-5.0
国府２丁目,2004,-0.5615348619560131,自然増減,0.5615348619560131,2137.0,-12.0
戸島町,1999,-0.5617977528089888,自然増減,0.5617977528089888,533.9999999999999,-3.0
小峯３丁目,2005,-0.5617977528089888,自然増減,0.5617977528089888,889.9999999999999,-5.0
武蔵ケ丘３丁目,2016,-0.5617977528089888,自然増減,0.5617977528089888,533.9999999999999,-3.0
小島下町,2010,-0.5617977528089888,自然増減,0.5617977528089888,711.9999999999999,-4.0
南坪井町,2006,-0.5639097744360901,自然増減,0.5639097744360901,532.0000000000001,-3.0
平田１丁目,2022,-0.5660377358490566,自然増減,0.5660377358490566,530.0,-3.0
八幡６丁目,2003,-0.5660377358490566,自然増減,0.5660377358490566,530.0,-3.0
白石町,2008,-0.56657223796034,自然増減,0.56657223796034,353.0,-2.0
出仲間４丁目,2011,-0.5668016194331984,自然増減,0.5668016194331984,1235.0,-7.0
南高江２丁目,2009,-0.5671077504725899,自然増減,0.5671077504725899,1057.9999999999998,-6.0
小峯１丁目,2003,-0.5671077504725899,自然増減,0.5671077504725899,528.9999999999999,-3.0
八幡１１丁目,2025,-0.5673758865248227,自然増減,0.5673758865248227,705.0,-4.0
水前寺１丁目,2020,-0.5675029868578256,自然増減,0.5675029868578256,3348.0,-19.0
河内町船津,2020,-0.5675368898978433,自然増減,0.5675368898978433,1762.0,-10.0
新大江２丁目,2017,-0.5678233438485805,自然増減,0.5678233438485805,1585.0,-9.0
出仲間３丁目,2000,-0.5681818181818182,自然増減,0.5681818181818182,352.0,-2.0
新大江３丁目,2025,-0.5681818181818182,自然増減,0.5681818181818182,1936.0,-11.0
新市街,2005,-0.5681818181818182,自然増減,0.5681818181818182,176.0,-1.0
南千反畑町,2012,-0.5681818181818182,自然増減,0.5681818181818182,880.0,-5.0
保田窪１丁目,2014,-0.5681818181818182,自然増減,0.5681818181818182,1936.0,-11.0
若葉２丁目,2009,-0.5688282138794084,自然増減,0.5688282138794084,879.0,-5.0
南高江２丁目,2002,-0.5698005698005698,自然増減,0.5698005698005698,1053.0,-6.0
栄町,2014,-0.5703422053231939,自然増減,0.5703422053231939,526.0,-3.0
北迫町,2002,-0.5714285714285714,自然増減,0.5714285714285714,175.0,-1.0
八島１丁目,2005,-0.5714285714285714,自然増減,0.5714285714285714,350.0,-2.0
若葉２丁目,2010,-0.5720823798627002,自然増減,0.5720823798627002,874.0000000000001,-5.0
岡田町,2007,-0.5725190839694656,自然増減,0.5725190839694656,524.0000000000001,-3.0
帯山２丁目,2002,-0.5732484076433121,自然増減,0.5732484076433121,1570.0,-9.0
慶徳堀町,2025,-0.5747126436781609,自然増減,0.5747126436781609,174.0,-1.0
八景水谷３丁目,2017,-0.5747126436781609,自然増減,0.5747126436781609,1392.0,-8.0
長嶺東５丁目,2019,-0.5753739930955121,自然増減,0.5753739930955121,2607.0,-15.0
画図町大字所島,2000,-0.5755395683453237,自然増減,0.5755395683453237,695.0,-4.0
白石町,2017,-0.5763688760806917,自然増減,0.5763688760806917,346.99999999999994,-2.0
三郎２丁目,2005,-0.5767012687427913,自然増減,0.5767012687427913,867.0,-5.0
水前寺２丁目,2023,-0.5767844268204758,自然増減,0.5767844268204758,1387.0,-8.0
新外４丁目,2014,-0.576923076923077,自然増減,0.576923076923077,520.0,-3.0
保田窪４丁目,2002,-0.5770816158285244,自然増減,0.5770816158285244,1213.0,-7.0
松尾町上松尾,2002,-0.5773672055427251,自然増減,0.5773672055427251,3464.0000000000005,-20.0
花園１丁目,2019,-0.5780346820809248,自然増減,0.5780346820809248,865.0,-5.0
上鍛冶屋町,2004,-0.5780346820809248,自然増減,0.5780346820809248,173.0,-1.0
出仲間５丁目,2018,-0.5780346820809248,自然増減,0.5780346820809248,692.0,-4.0
画図町大字所島,2001,-0.5788712011577424,自然増減,0.5788712011577424,691.0,-4.0
八景水谷３丁目,2000,-0.5788712011577424,自然増減,0.5788712011577424,1382.0,-8.0
山室５丁目,2015,-0.5797101449275363,自然増減,0.5797101449275363,345.0,-2.0
奥古閑町,2006,-0.5813953488372093,自然増減,0.5813953488372093,1720.0,-10.0
南高江７丁目,2015,-0.5813953488372093,自然増減,0.5813953488372093,516.0,-3.0
花園７丁目,2007,-0.5822862396567575,自然増減,0.5822862396567575,3263.0,-19.0
戸島町,2020,-0.5836575875486382,自然増減,0.5836575875486382,514.0,-3.0
水前寺４丁目,2023,-0.5836575875486382,自然増減,0.5836575875486382,2056.0,-12.0
京町２丁目,1999,-0.5840363400389358,自然増減,0.5840363400389358,1540.9999999999998,-9.0
東町３丁目,2013,-0.5844155844155844,自然増減,0.5844155844155844,3080.0000000000005,-18.0
松尾町近津,2000,-0.5859375,自然増減,0.5859375,512.0,-3.0
長嶺南２丁目,2024,-0.5865102639296188,自然増減,0.5865102639296188,682.0,-4.0
南高江６丁目,2007,-0.5875440658049353,自然増減,0.5875440658049353,851.0,-5.0
清水東町,2001,-0.5878030859662012,自然増減,0.5878030859662012,1361.0000000000002,-8.0
四方寄町,2007,-0.589050589050589,自然増減,0.589050589050589,2886.0,-17.0
楠６丁目,2007,-0.5893909626719057,自然増減,0.5893909626719057,509.0,-3.0
本荘６丁目,2004,-0.589622641509434,自然増減,0.589622641509434,847.9999999999999,-5.0
横手４丁目,2006,-0.5897219882055602,自然増減,0.5897219882055602,1187.0000000000002,-7.0
野中１丁目,2009,-0.5899705014749262,自然増減,0.5899705014749262,678.0,-4.0
島崎３丁目,2021,-0.5902192242833052,自然増減,0.5902192242833052,1186.0,-7.0
田迎５丁目,2002,-0.5905511811023622,自然増減,0.5905511811023622,508.0,-3.0
渡鹿５丁目,2003,-0.5907172995780591,自然増減,0.5907172995780591,1185.0,-7.0
大江４丁目,2010,-0.5913660555884093,自然増減,0.5913660555884093,1691.0,-10.0
御領３丁目,2021,-0.5925925925925926,自然増減,0.5925925925925926,1350.0,-8.0
南町,2021,-0.592885375494071,自然増減,0.592885375494071,1012.0000000000002,-6.0
元三町３丁目,2000,-0.592885375494071,自然増減,0.592885375494071,506.0000000000001,-3.0
西原３丁目,2000,-0.5942275042444821,自然増減,0.5942275042444821,1178.0,-7.0
九品寺６丁目,2003,-0.5943536404160475,自然増減,0.5943536404160475,673.0,-4.0
迎町１丁目,2024,-0.5945303210463734,自然増減,0.5945303210463734,841.0,-5.0
中無田町,2013,-0.5952380952380952,自然増減,0.5952380952380952,504.0,-3.0
八反田２丁目,2025,-0.5955926146515783,自然増減,0.5955926146515783,1679.0,-10.0
二本木３丁目,2001,-0.5959475566150179,自然増減,0.5959475566150179,839.0,-5.0
二本木４丁目,2015,-0.5959475566150179,自然増減,0.5959475566150179,839.0,-5.0
清水万石４丁目,2004,-0.5967604433077579,自然増減,0.5967604433077579,1173.0,-7.0
秋津町秋田,2010,-0.5968961400716275,自然増減,0.5968961400716275,2513.0,-15.0
水前寺３丁目,2002,-0.5968961400716275,自然増減,0.5968961400716275,2513.0,-15.0
鹿帰瀬町,2011,-0.5970149253731344,自然増減,0.5970149253731344,334.99999999999994,-2.0
帯山２丁目,2020,-0.5980861244019139,自然増減,0.5980861244019139,1672.0,-10.0
九品寺６丁目,2015,-0.5982053838484547,自然増減,0.5982053838484547,1002.9999999999999,-6.0
馬渡２丁目,2013,-0.5995203836930456,自然増減,0.5995203836930456,833.9999999999999,-5.0
鹿子木町,2025,-0.6008583690987125,自然増減,0.6008583690987125,1165.0,-7.0
東野２丁目,2007,-0.6009615384615385,自然増減,0.6009615384615385,831.9999999999999,-5.0
城東町,2011,-0.6018054162487462,自然増減,0.6018054162487462,997.0000000000001,-6.0
帯山９丁目,2022,-0.6024096385542169,自然増減,0.6024096385542169,830.0,-5.0
御領７丁目,2012,-0.6024096385542169,自然増減,0.6024096385542169,498.0,-3.0
榎町,2013,-0.6032482598607889,自然増減,0.6032482598607889,2155.0,-13.0
蓮台寺２丁目,2012,-0.6036217303822937,自然増減,0.6036217303822937,497.00000000000006,-3.0
立福寺町,2018,-0.6042296072507553,自然増減,0.6042296072507553,331.0,-2.0
高平３丁目,2025,-0.6044325050369375,自然増減,0.6044325050369375,1489.0,-9.0
本山４丁目,2011,-0.6045949214026602,自然増減,0.6045949214026602,827.0,-5.0
国府２丁目,2003,-0.6046511627906976,自然増減,0.6046511627906976,2150.0,-13.0
谷尾崎町,2021,-0.605245460659045,自然増減,0.605245460659045,1487.0,-9.0
月出４丁目,2025,-0.605245460659045,自然増減,0.605245460659045,1487.0,-9.0
幸田１丁目,2011,-0.6060606060606061,自然増減,0.6060606060606061,495.0,-3.0
高平２丁目,2008,-0.6065200909780136,自然増減,0.6065200909780136,1319.0,-8.0
西原２丁目,2012,-0.6066734074823054,自然増減,0.6066734074823054,989.0,-6.0
秋津町秋田,2006,-0.60882800608828,自然増減,0.60882800608828,2628.0,-16.0
出水８丁目,2024,-0.60882800608828,自然増減,0.60882800608828,1971.0,-12.0
湖東３丁目,2004,-0.6090133982947624,自然増減,0.6090133982947624,821.0,-5.0
中唐人町,2024,-0.6097560975609756,自然増減,0.6097560975609756,164.0,-1.0
黒髪４丁目,2014,-0.6097560975609756,自然増減,0.6097560975609756,1148.0,-7.0
湖東３丁目,2022,-0.6097560975609756,自然増減,0.6097560975609756,820.0,-5.0
八王寺町,2011,-0.6101854024876789,自然増減,0.6101854024876789,4261.0,-26.0
新大江３丁目,2023,-0.6103763987792472,自然増減,0.6103763987792472,1966.0,-12.0
銭塘町,2001,-0.6108202443280977,自然増減,0.6108202443280977,1146.0,-7.0
坪井４丁目,2009,-0.6112469437652812,自然増減,0.6112469437652812,818.0,-5.0
新屋敷３丁目,2011,-0.6112469437652812,自然増減,0.6112469437652812,818.0,-5.0
近見４丁目,2016,-0.6112469437652812,自然増減,0.6112469437652812,818.0,-5.0
新生１丁目,2022,-0.6116207951070336,自然増減,0.6116207951070336,1308.0000000000002,-8.0
奥古閑町,2013,-0.6119951040391677,自然増減,0.6119951040391677,817.0,-5.0
川尻４丁目,2013,-0.6125574272588056,自然増減,0.6125574272588056,653.0,-4.0
白石町,2021,-0.6134969325153374,自然増減,0.6134969325153374,326.0,-2.0
渡鹿１丁目,2001,-0.6134969325153374,自然増減,0.6134969325153374,1304.0,-8.0
出仲間９丁目,2022,-0.6134969325153374,自然増減,0.6134969325153374,326.0,-2.0
河内町野出,2019,-0.6134969325153374,自然増減,0.6134969325153374,652.0,-4.0
帯山３丁目,2015,-0.6143838091796169,自然増減,0.6143838091796169,2767.0,-17.0
黒髪４丁目,2011,-0.6145741878841089,自然増減,0.6145741878841089,1139.0,-7.0
若葉２丁目,2017,-0.6150061500615006,自然増減,0.6150061500615006,813.0,-5.0
楠８丁目,2022,-0.6153846153846154,自然増減,0.6153846153846154,975.0,-6.0
幸田１丁目,2021,-0.6160164271047228,自然増減,0.6160164271047228,487.0,-3.0
武蔵ケ丘３丁目,2025,-0.6160164271047228,自然増減,0.6160164271047228,487.0,-3.0
津浦町,2020,-0.6163328197226503,自然増減,0.6163328197226503,1946.9999999999995,-12.0
渡鹿４丁目,2015,-0.6165228113440198,自然増減,0.6165228113440198,811.0,-5.0
琴平１丁目,2006,-0.6172839506172839,自然増減,0.6172839506172839,810.0,-5.0
壺川２丁目,2008,-0.6172839506172839,自然増減,0.6172839506172839,648.0,-4.0
川尻５丁目,1999,-0.6172839506172839,自然増減,0.6172839506172839,324.0,-2.0
池田２丁目,2004,-0.6177606177606177,自然増減,0.6177606177606177,2590.0,-16.0
出水１丁目,2010,-0.6187161639597835,自然増減,0.6187161639597835,1293.0,-8.0
沼山津３丁目,2005,-0.6194690265486725,自然増減,0.6194690265486725,1130.0,-7.0
渡鹿１丁目,2020,-0.6200177147918512,自然増減,0.6200177147918512,1129.0,-7.0
花園３丁目,2025,-0.6201550387596899,自然増減,0.6201550387596899,1290.0,-8.0
壺川２丁目,2006,-0.6201550387596899,自然増減,0.6201550387596899,645.0,-4.0
花立３丁目,2006,-0.6201550387596899,自然増減,0.6201550387596899,1290.0,-8.0
銭塘町,2006,-0.6205673758865249,自然増減,0.6205673758865249,1128.0,-7.0
河内町河内,2011,-0.6211180124223602,自然増減,0.6211180124223602,1610.0,-10.0
米屋町１丁目,2016,-0.6211180124223602,自然増減,0.6211180124223602,483.00000000000006,-3.0
河内町岳,2000,-0.6211180124223602,自然増減,0.6211180124223602,805.0,-5.0
改寄町,2000,-0.6211180124223602,自然増減,0.6211180124223602,1288.0,-8.0
保田窪３丁目,2007,-0.6216696269982238,自然増減,0.6216696269982238,1126.0,-7.0
野田２丁目,2021,-0.6218905472636816,自然増減,0.6218905472636816,804.0,-5.0
保田窪１丁目,2016,-0.6224066390041494,自然増減,0.6224066390041494,1927.9999999999998,-12.0
打越町,2014,-0.622524052065648,自然増減,0.622524052065648,1767.0,-11.0
河内町岳,2009,-0.6234413965087282,自然増減,0.6234413965087282,802.0,-5.0
田迎３丁目,2015,-0.6234413965087282,自然増減,0.6234413965087282,802.0,-5.0
黒髪５丁目,2015,-0.6238303181534623,自然増減,0.6238303181534623,1602.9999999999998,-10.0
南熊本２丁目,2005,-0.625,自然増減,0.625,160.0,-1.0
河内町野出,2021,-0.6259780907668232,自然増減,0.6259780907668232,639.0,-4.0
栄町,2007,-0.6259780907668232,自然増減,0.6259780907668232,639.0,-4.0
月出６丁目,2007,-0.6261740763932373,自然増減,0.6261740763932373,1597.0,-10.0
武蔵ケ丘２丁目,2015,-0.6265664160401002,自然増減,0.6265664160401002,798.0,-5.0
長嶺南６丁目,2018,-0.6278026905829596,自然増減,0.6278026905829596,2230.0000000000005,-14.0
長嶺南５丁目,2022,-0.6279434850863422,自然増減,0.6279434850863422,637.0,-4.0
河内町船津,2010,-0.628930817610063,自然増減,0.628930817610063,2066.9999999999995,-13.0
島崎４丁目,2020,-0.628930817610063,自然増減,0.628930817610063,953.9999999999998,-6.0
黒髪７丁目,2009,-0.628930817610063,自然増減,0.628930817610063,794.9999999999999,-5.0
尾ノ上１丁目,2011,-0.6295907660020986,自然増減,0.6295907660020986,1906.0,-12.0
畠口町,2008,-0.6297229219143577,自然増減,0.6297229219143577,794.0,-5.0
壺川１丁目,2018,-0.6305170239596469,自然増減,0.6305170239596469,793.0,-5.0
新屋敷１丁目,2008,-0.6305170239596469,自然増減,0.6305170239596469,1586.0,-10.0
元三町３丁目,2015,-0.631578947368421,自然増減,0.631578947368421,475.0,-3.0
長嶺西１丁目,2014,-0.6321112515802781,自然増減,0.6321112515802781,1581.9999999999998,-10.0
本荘２丁目,2018,-0.6329113924050633,自然増減,0.6329113924050633,473.99999999999994,-3.0
八幡１０丁目,2024,-0.6329113924050633,自然増減,0.6329113924050633,631.9999999999999,-4.0
城東町,2015,-0.6335797254487857,自然増減,0.6335797254487857,946.9999999999999,-6.0
山ノ神２丁目,2018,-0.6339144215530903,自然増減,0.6339144215530903,1262.0000000000002,-8.0
水前寺５丁目,2007,-0.6354249404289118,自然増減,0.6354249404289118,1259.0,-8.0
錦ケ丘,2007,-0.6360424028268552,自然増減,0.6360424028268552,1414.9999999999998,-9.0
武蔵ケ丘１丁目,2010,-0.6361323155216284,自然増減,0.6361323155216284,786.0000000000001,-5.0
武蔵ケ丘７丁目,1999,-0.6362672322375398,自然増減,0.6362672322375398,943.0,-6.0
沼山津３丁目,2008,-0.6363636363636364,自然増減,0.6363636363636364,1100.0,-7.0
今町,2000,-0.6369426751592357,自然増減,0.6369426751592357,313.99999999999994,-2.0
河原町,2020,-0.6369426751592357,自然増減,0.6369426751592357,156.99999999999997,-1.0
東町２丁目,2022,-0.6369426751592357,自然増減,0.6369426751592357,313.99999999999994,-2.0
近見４丁目,2025,-0.6369426751592357,自然増減,0.6369426751592357,784.9999999999999,-5.0
清水万石１丁目,2024,-0.6369426751592357,自然増減,0.6369426751592357,784.9999999999999,-5.0
坪井１丁目,2015,-0.6376195536663124,自然増減,0.6376195536663124,941.0,-6.0
新南部２丁目,2023,-0.6377551020408163,自然増減,0.6377551020408163,784.0,-5.0
黒髪５丁目,2025,-0.6414825374198148,自然増減,0.6414825374198148,1403.0,-9.0
花立４丁目,1999,-0.6420545746388443,自然増減,0.6420545746388443,623.0,-4.0
八王寺町,2016,-0.6424457244129376,自然増減,0.6424457244129376,4514.0,-29.0
田崎２丁目,2020,-0.6430868167202572,自然増減,0.6430868167202572,933.0,-6.0
奥古閑町,2007,-0.6432748538011697,自然増減,0.6432748538011697,1710.0,-11.0
黒髪３丁目,2012,-0.6435006435006435,自然増減,0.6435006435006435,777.0,-5.0
千葉城町,2019,-0.644122383252818,自然増減,0.644122383252818,621.0,-4.0
田迎３丁目,2011,-0.6443298969072164,自然増減,0.6443298969072164,776.0,-5.0
京塚本町,2017,-0.6444053895723492,自然増減,0.6444053895723492,1707.0,-11.0
護藤町,2005,-0.6446991404011462,自然増減,0.6446991404011462,1396.0,-9.0
長嶺東５丁目,2008,-0.6451612903225806,自然増減,0.6451612903225806,2635.0,-17.0
月出３丁目,2018,-0.6462035541195477,自然増減,0.6462035541195477,619.0,-4.0
花立５丁目,2018,-0.6472491909385114,自然増減,0.6472491909385114,1544.9999999999998,-10.0
南高江６丁目,2013,-0.6472491909385114,自然増減,0.6472491909385114,926.9999999999999,-6.0
黒髪６丁目,1999,-0.6475984889368591,自然増減,0.6475984889368591,1853.0,-12.0
幸田１丁目,2008,-0.6479481641468683,自然増減,0.6479481641468683,463.0,-3.0
八王寺町,2025,-0.6481895395619133,自然増減,0.6481895395619133,4474.0,-29.0
新大江２丁目,2022,-0.648508430609598,自然増減,0.648508430609598,1542.0,-10.0
長嶺東７丁目,2011,-0.6493506493506493,自然増減,0.6493506493506493,462.00000000000006,-3.0
坪井４丁目,2000,-0.6493506493506493,自然増減,0.6493506493506493,924.0000000000001,-6.0
八幡６丁目,2016,-0.6493506493506493,自然増減,0.6493506493506493,462.00000000000006,-3.0
御領１丁目,2021,-0.6498781478472786,自然増減,0.6498781478472786,1231.0,-8.0
出仲間７丁目,2004,-0.6499535747446611,自然増減,0.6499535747446611,1077.0,-7.0
画図町大字重富,2011,-0.6503251625812907,自然増減,0.6503251625812907,1999.0,-13.0
武蔵ケ丘９丁目,2022,-0.6505576208178439,自然増減,0.6505576208178439,1076.0,-7.0
帯山１丁目,2016,-0.650994575045208,自然増減,0.650994575045208,2765.0,-18.0
万楽寺町,2003,-0.6514657980456027,自然増減,0.6514657980456027,307.0,-2.0
萩原町,2016,-0.6519714374417882,自然増減,0.6519714374417882,3221.0,-21.0
新町１丁目,2023,-0.6521739130434783,自然増減,0.6521739130434783,1839.9999999999998,-12.0
新南部３丁目,2016,-0.6525285481239804,自然増減,0.6525285481239804,1226.0,-8.0
平成１丁目,2024,-0.6525285481239804,自然増減,0.6525285481239804,613.0,-4.0
黒髪１丁目,2003,-0.6531204644412192,自然増減,0.6531204644412192,1378.0,-9.0
子飼本町,2015,-0.6535947712418301,自然増減,0.6535947712418301,612.0,-4.0
武蔵ケ丘４丁目,2013,-0.6535947712418301,自然増減,0.6535947712418301,612.0,-4.0
横手５丁目,2013,-0.6544502617801047,自然増減,0.6544502617801047,764.0,-5.0
清水亀井町,1999,-0.6552006552006553,自然増減,0.6552006552006553,2441.9999999999995,-16.0
千葉城町,2022,-0.6557377049180327,自然増減,0.6557377049180327,610.0000000000001,-4.0
改寄町,2008,-0.6559766763848397,自然増減,0.6559766763848397,1372.0,-9.0
戸坂町,2019,-0.6564551422319475,自然増減,0.6564551422319475,914.0,-6.0
帯山４丁目,2019,-0.6564551422319475,自然増減,0.6564551422319475,2742.0,-18.0
楠２丁目,2012,-0.657030223390276,自然増減,0.657030223390276,761.0,-5.0
錦ケ丘,2025,-0.6574141709276844,自然増減,0.6574141709276844,1369.0,-9.0
山ノ内３丁目,2007,-0.6578947368421052,自然増減,0.6578947368421052,456.0,-3.0
呉服町２丁目,2019,-0.6578947368421052,自然増減,0.6578947368421052,304.0,-2.0
八幡１１丁目,2013,-0.6589785831960462,自然増減,0.6589785831960462,606.9999999999999,-4.0
東京塚町,2024,-0.6597549481621112,自然増減,0.6597549481621112,1061.0,-7.0
南熊本５丁目,2021,-0.6600660066006601,自然増減,0.6600660066006601,606.0,-4.0
出水４丁目,2014,-0.6600660066006601,自然増減,0.6600660066006601,1515.0,-10.0
島崎６丁目,2015,-0.6606606606606606,自然増減,0.6606606606606606,1665.0,-11.0
花立１丁目,2011,-0.6607929515418502,自然増減,0.6607929515418502,454.0,-3.0
長嶺東１丁目,2006,-0.6607929515418502,自然増減,0.6607929515418502,1362.0,-9.0
打越町,2009,-0.6611570247933884,自然増減,0.6611570247933884,1815.0,-12.0
春日７丁目,2010,-0.6618531889290011,自然増減,0.6618531889290011,1662.0000000000002,-11.0
花園６丁目,2025,-0.6622516556291391,自然増減,0.6622516556291391,1660.9999999999998,-11.0
小峯１丁目,2023,-0.6622516556291391,自然増減,0.6622516556291391,603.9999999999999,-4.0
長嶺東３丁目,2010,-0.6622516556291391,自然増減,0.6622516556291391,905.9999999999999,-6.0
西原３丁目,2009,-0.6628787878787878,自然増減,0.6628787878787878,1056.0,-7.0
島崎６丁目,2004,-0.6629270780214177,自然増減,0.6629270780214177,1961.0,-13.0
上熊本１丁目,2020,-0.6653992395437262,自然増減,0.6653992395437262,1052.0000000000002,-7.0
土河原町,2002,-0.6656804733727811,自然増減,0.6656804733727811,1351.9999999999998,-9.0
桜木２丁目,2020,-0.6657789613848202,自然増減,0.6657789613848202,751.0,-5.0
坪井１丁目,2012,-0.6659267480577136,自然増減,0.6659267480577136,901.0000000000001,-6.0
出仲間９丁目,2001,-0.6666666666666667,自然増減,0.6666666666666667,150.0,-1.0
水源２丁目,2009,-0.6666666666666667,自然増減,0.6666666666666667,449.99999999999994,-3.0
小峯１丁目,2024,-0.6666666666666667,自然増減,0.6666666666666667,600.0,-4.0
土河原町,2000,-0.6676557863501483,自然増減,0.6676557863501483,1348.0,-9.0
上熊本１丁目,2011,-0.6681514476614699,自然増減,0.6681514476614699,1347.0,-9.0
島崎５丁目,2002,-0.6683804627249357,自然増減,0.6683804627249357,1945.0000000000002,-13.0
出水８丁目,2018,-0.668724279835391,自然増減,0.668724279835391,1944.0,-13.0
帯山１丁目,2011,-0.6687785990848293,自然増減,0.6687785990848293,2841.0,-19.0
田迎６丁目,2016,-0.6700167504187605,自然増減,0.6700167504187605,597.0,-4.0
山室６丁目,2010,-0.6700167504187605,自然増減,0.6700167504187605,1194.0,-8.0
三郎１丁目,2005,-0.6701414743112435,自然増減,0.6701414743112435,1343.0,-9.0
横手５丁目,2008,-0.6711409395973155,自然増減,0.6711409395973155,744.9999999999999,-5.0
河内町東門寺,2015,-0.6711409395973155,自然増減,0.6711409395973155,148.99999999999997,-1.0
健軍本町,2016,-0.6716712761754247,自然増減,0.6716712761754247,2531.0000000000005,-17.0
長嶺東２丁目,2004,-0.6717044500419815,自然増減,0.6717044500419815,2382.0,-16.0
白山２丁目,2010,-0.6722689075630253,自然増減,0.6722689075630253,595.0,-4.0
帯山４丁目,2025,-0.6731488406881078,自然増減,0.6731488406881078,2674.0,-18.0
水前寺３丁目,2020,-0.6747638326585695,自然増減,0.6747638326585695,2964.0,-20.0
出仲間６丁目,2014,-0.6756756756756757,自然増減,0.6756756756756757,1036.0,-7.0
河内町白浜,2013,-0.6764374295377678,自然増減,0.6764374295377678,887.0,-6.0
長嶺東２丁目,2023,-0.6769825918762089,自然増減,0.6769825918762089,2068.0,-14.0
