町丁名,年度,変化率(%),変化タイプ
南高江４丁目,2020,-6.377204884667571,大幅減少
春日５丁目,2017,-6.378600823045268,大幅減少
紺屋今町,2004,-6.382978723404255,大幅減少
万町１丁目,2020,-6.382978723404255,大幅減少
出仲間２丁目,2007,-6.382978723404255,大幅減少
清水万石２丁目,2011,-6.382978723404255,大幅減少
飛田町,2013,-6.382978723404255,大幅減少
城東町,2011,-6.388888888888888,大幅減少
花立３丁目,2011,-6.391270459859704,大幅減少
楠６丁目,2021,-6.393442622950819,大幅減少
上熊本１丁目,2018,-6.3938618925831205,大幅減少
新南部４丁目,2006,-6.3938618925831205,大幅減少
大窪２丁目,2019,-6.397306397306397,大幅減少
坪井４丁目,2012,-6.402048655569782,大幅減少
上林町,2016,-6.422018348623854,大幅減少
大江３丁目,2010,-6.423611111111111,大幅減少
新市街,2000,-6.425702811244979,大幅減少
新市街,2001,-6.437768240343347,大幅減少
徳王町,2015,-6.451612903225806,大幅減少
小沢町,2016,-6.451612903225806,大幅減少
小沢町,2001,-6.451612903225806,大幅減少
万町２丁目,2024,-6.451612903225806,大幅減少
春竹町大字春竹,1999,-6.471816283924843,大幅減少
田崎２丁目,2021,-6.472491909385113,大幅減少
八島１丁目,2017,-6.472491909385113,大幅減少
楠１丁目,2015,-6.477438136826782,大幅減少
花立１丁目,2007,-6.479481641468683,大幅減少
東町３丁目,2025,-6.480403570042685,大幅減少
世安町,2023,-6.482758620689655,大幅減少
八景水谷２丁目,2024,-6.485034535686876,大幅減少
蓮台寺１丁目,2023,-6.485963213939981,大幅減少
山室５丁目,2021,-6.5015479876160995,大幅減少
山室５丁目,2014,-6.504065040650407,大幅減少
安政町,2009,-6.504065040650407,大幅減少
小山町,2008,-6.50994575045208,大幅減少
山ノ内２丁目,2013,-6.514657980456026,大幅減少
細工町５丁目,2008,-6.521739130434782,大幅減少
花園３丁目,2014,-6.523157208088715,大幅減少
江津２丁目,2008,-6.52753108348135,大幅減少
南高江４丁目,2017,-6.533776301218161,大幅減少
本荘２丁目,2025,-6.534653465346535,大幅減少
飛田３丁目,2016,-6.539509536784741,大幅減少
徳王町,2023,-6.557377049180328,大幅減少
大江５丁目,2024,-6.5594059405940595,大幅減少
秋津新町,2005,-6.569343065693431,大幅減少
近見町,2016,-6.578947368421052,大幅減少
帯山８丁目,2006,-6.578947368421052,大幅減少
山ノ神１丁目,2017,-6.5891472868217065,大幅減少
紺屋町１丁目,2015,-6.593406593406594,大幅減少
小島上町,2017,-6.60377358490566,大幅減少
武蔵ケ丘７丁目,2024,-6.613756613756613,大幅減少
帯山８丁目,2021,-6.61764705882353,大幅減少
大窪４丁目,2019,-6.622516556291391,大幅減少
坪井３丁目,2023,-6.622516556291391,大幅減少
長嶺西３丁目,2007,-6.6350710900473935,大幅減少
幸田１丁目,2004,-6.640625,大幅減少
桜町,2007,-6.640625,大幅減少
野中３丁目,2005,-6.645569620253164,大幅減少
下通２丁目,2019,-6.648936170212766,大幅減少
辛島町,2000,-6.666666666666667,大幅減少
松原町,2007,-6.666666666666667,大幅減少
紺屋町３丁目,2013,-6.666666666666667,大幅減少
古城町,2016,-6.666666666666667,大幅減少
東阿弥陀寺町,2015,-6.666666666666667,大幅減少
鍛冶屋町,2005,-6.666666666666667,大幅減少
薄場町,2006,-6.666666666666667,大幅減少
万町２丁目,2005,-6.666666666666667,大幅減少
南高江４丁目,2024,-6.67779632721202,大幅減少
下南部１丁目,2009,-6.686046511627906,大幅減少
西原３丁目,2021,-6.691919191919192,大幅減少
本荘２丁目,2017,-6.692913385826772,大幅減少
十禅寺１丁目,2007,-6.7092651757188495,大幅減少
田迎２丁目,2021,-6.7105263157894735,大幅減少
南熊本４丁目,2003,-6.7114093959731544,大幅減少
細工町４丁目,2017,-6.722689075630252,大幅減少
湖東１丁目,2008,-6.739526411657559,大幅減少
南熊本４丁目,2000,-6.756756756756757,大幅減少
江越２丁目,2022,-6.763285024154589,大幅減少
河内町大多尾,2007,-6.787330316742081,大幅減少
月出８丁目,2025,-6.796116504854369,大幅減少
南熊本２丁目,2007,-6.802721088435375,大幅減少
秋津２丁目,2017,-6.811451135241856,大幅減少
飛田町,2004,-6.8181818181818175,大幅減少
紺屋町２丁目,2007,-6.8181818181818175,大幅減少
紺屋町１丁目,2009,-6.8181818181818175,大幅減少
国府４丁目,2017,-6.820049301561217,大幅減少
月出７丁目,2023,-6.828528072837632,大幅減少
呉服町１丁目,2005,-6.862745098039216,大幅減少
二本木１丁目,2019,-6.866952789699571,大幅減少
南熊本１丁目,2000,-6.8807339449541285,大幅減少
千葉城町,2005,-6.896551724137931,大幅減少
魚屋町２丁目,2002,-6.896551724137931,大幅減少
大江本町,2023,-6.915887850467289,大幅減少
井川淵町,2004,-6.918238993710692,大幅減少
黒髪５丁目,2007,-6.920199501246883,大幅減少
新南部６丁目,2004,-6.920415224913495,大幅減少
山室６丁目,2000,-6.926406926406926,大幅減少
八島１丁目,2013,-6.927710843373494,大幅減少
古川町,2010,-6.9306930693069315,大幅減少
紺屋町３丁目,2003,-6.9306930693069315,大幅減少
細工町１丁目,2003,-6.9306930693069315,大幅減少
中唐人町,2007,-6.9364161849710975,大幅減少
魚屋町３丁目,2002,-6.944444444444445,大幅減少
段山本町,2009,-6.944444444444445,大幅減少
上林町,2003,-6.962025316455696,大幅減少
桜木６丁目,2000,-6.976744186046512,大幅減少
九品寺６丁目,2005,-7.0085470085470085,大幅減少
出水４丁目,2013,-7.01058201058201,大幅減少
二本木１丁目,2024,-7.011070110701106,大幅減少
上通町,2018,-7.017543859649122,大幅減少
下通２丁目,2006,-7.0287539936102235,大幅減少
八幡１０丁目,2022,-7.040229885057471,大幅減少
清水万石２丁目,2001,-7.042253521126761,大幅減少
中江町,2005,-7.042253521126761,大幅減少
坪井２丁目,2020,-7.042253521126761,大幅減少
中江町,2008,-7.042253521126761,大幅減少
春日６丁目,2006,-7.042253521126761,大幅減少
八幡９丁目,2017,-7.06401766004415,大幅減少
川尻２丁目,2001,-7.07070707070707,大幅減少
池亀町,2007,-7.07482993197279,大幅減少
新市街,1999,-7.08955223880597,大幅減少
山ノ内４丁目,2018,-7.100591715976331,大幅減少
新外１丁目,2000,-7.102803738317758,大幅減少
南熊本２丁目,2001,-7.1065989847715745,大幅減少
弥生町,2025,-7.120743034055728,大幅減少
板屋町,2025,-7.142857142857142,大幅減少
古城町,2007,-7.142857142857142,大幅減少
宮内,2020,-7.142857142857142,大幅減少
万町２丁目,2017,-7.142857142857142,大幅減少
池田４丁目,2005,-7.142857142857142,大幅減少
魚屋町２丁目,2012,-7.142857142857142,大幅減少
東阿弥陀寺町,2016,-7.142857142857142,大幅減少
魚屋町３丁目,2011,-7.142857142857142,大幅減少
河原町,1999,-7.142857142857142,大幅減少
魚屋町１丁目,2017,-7.142857142857142,大幅減少
魚屋町２丁目,2017,-7.142857142857142,大幅減少
古大工町,2012,-7.142857142857142,大幅減少
古京町,2024,-7.142857142857142,大幅減少
中央街,2019,-7.194244604316546,大幅減少
武蔵ケ丘４丁目,2008,-7.1951219512195115,大幅減少
春日５丁目,2010,-7.198443579766536,大幅減少
本山１丁目,2000,-7.199999999999999,大幅減少
船場町下１丁目,2006,-7.203389830508475,大幅減少
平田１丁目,2016,-7.205623901581721,大幅減少
平成３丁目,2023,-7.2106261859582546,大幅減少
楠４丁目,2015,-7.228915662650602,大幅減少
田崎町,2005,-7.246376811594203,大幅減少
月出８丁目,2003,-7.253886010362693,大幅減少
川尻２丁目,2022,-7.281553398058252,大幅減少
船場町２丁目,2016,-7.2992700729927,大幅減少
新外１丁目,2006,-7.302231237322515,大幅減少
釜尾町,2010,-7.30593607305936,大幅減少
黒髪５丁目,2009,-7.308503162333099,大幅減少
船場町２丁目,2005,-7.317073170731707,大幅減少
黒髪７丁目,2022,-7.317073170731707,大幅減少
飛田町,2005,-7.317073170731707,大幅減少
古城町,2022,-7.317073170731707,大幅減少
春日５丁目,2007,-7.320644216691069,大幅減少
米屋町３丁目,2009,-7.327586206896551,大幅減少
細工町３丁目,2008,-7.344632768361582,大幅減少
魚屋町３丁目,2004,-7.352941176470589,大幅減少
呉服町３丁目,2012,-7.3643410852713185,大幅減少
飛田３丁目,2022,-7.365439093484419,大幅減少
秋津新町,1999,-7.38255033557047,大幅減少
新南部１丁目,2023,-7.389162561576355,大幅減少
川尻２丁目,2014,-7.391304347826087,大幅減少
本荘５丁目,2010,-7.396733909702209,大幅減少
東町３丁目,2024,-7.402084081925979,大幅減少
花畑町,2025,-7.4074074074074066,大幅減少
大鳥居町,2020,-7.4074074074074066,大幅減少
通町,2019,-7.4074074074074066,大幅減少
健軍５丁目,2004,-7.4074074074074066,大幅減少
段山本町,2004,-7.4074074074074066,大幅減少
出町,2025,-7.4162679425837315,大幅減少
山室４丁目,2009,-7.430340557275541,大幅減少
上林町,2020,-7.4324324324324325,大幅減少
秋津新町,2004,-7.4324324324324325,大幅減少
紺屋町１丁目,2022,-7.43801652892562,大幅減少
大江本町,2022,-7.439446366782007,大幅減少
山室６丁目,2001,-7.441860465116279,大幅減少
東町１丁目,2006,-7.44466800804829,大幅減少
上京塚町,2025,-7.476635514018691,大幅減少
横手２丁目,2006,-7.488986784140969,大幅減少
東野３丁目,2017,-7.5,大幅減少
南高江５丁目,2010,-7.5,大幅減少
御領４丁目,2011,-7.508532423208192,大幅減少
東町３丁目,2015,-7.519046041735675,大幅減少
古京町,2002,-7.526881720430108,大幅減少
紺屋町３丁目,2007,-7.526881720430108,大幅減少
新市街,2022,-7.534246575342466,大幅減少
渡鹿４丁目,2000,-7.5401730531520395,大幅減少
呉服町２丁目,2003,-7.547169811320755,大幅減少
南熊本２丁目,2006,-7.547169811320755,大幅減少
細工町５丁目,2020,-7.547169811320755,大幅減少
魚屋町３丁目,2006,-7.575757575757576,大幅減少
南高江２丁目,2017,-7.58974358974359,大幅減少
山室５丁目,2023,-7.590759075907591,大幅減少
東野１丁目,2014,-7.591623036649215,大幅減少
神水本町,2014,-7.59493670886076,大幅減少
江津２丁目,2005,-7.59543486816214,大幅減少
紺屋今町,2002,-7.6190476190476195,大幅減少
平成１丁目,2002,-7.635009310986965,大幅減少
南高江４丁目,2019,-7.644110275689223,大幅減少
田崎１丁目,2003,-7.667386609071274,大幅減少
東阿弥陀寺町,2017,-7.6923076923076925,大幅減少
魚屋町１丁目,2001,-7.6923076923076925,大幅減少
紺屋阿弥陀寺町,2015,-7.6923076923076925,大幅減少
西唐人町,2009,-7.6923076923076925,大幅減少
宮内,2006,-7.6923076923076925,大幅減少
魚屋町１丁目,2018,-7.6923076923076925,大幅減少
魚屋町２丁目,2018,-7.6923076923076925,大幅減少
楠３丁目,1999,-7.6923076923076925,大幅減少
九品寺４丁目,2019,-7.703488372093023,大幅減少
花園２丁目,2018,-7.707910750507099,大幅減少
南熊本３丁目,2001,-7.746478873239436,大幅減少
八島町,2014,-7.758620689655173,大幅減少
新南部６丁目,2011,-7.773851590106007,大幅減少
江津２丁目,2023,-7.777777777777778,大幅減少
安政町,2019,-7.777777777777778,大幅減少
下通１丁目,2010,-7.777777777777778,大幅減少
新外２丁目,2014,-7.792207792207792,大幅減少
白山１丁目,2019,-7.8085642317380355,大幅減少
古京町,2016,-7.8125,大幅減少
花畑町,2009,-7.8125,大幅減少
細工町１丁目,2025,-7.8125,大幅減少
細工町４丁目,2023,-7.834101382488479,大幅減少
古城町,2009,-7.8431372549019605,大幅減少
南高江３丁目,2001,-7.853403141361256,大幅減少
小峯２丁目,2013,-7.853881278538813,大幅減少
桜木６丁目,2010,-7.894736842105263,大幅減少
飛田町,2006,-7.894736842105263,大幅減少
板屋町,2000,-7.894736842105263,大幅減少
九品寺３丁目,2005,-7.908428720083246,大幅減少
船場町２丁目,2001,-7.913669064748201,大幅減少
渡鹿１丁目,2014,-7.94044665012407,大幅減少
北千反畑町,2020,-7.951807228915662,大幅減少
御領７丁目,2025,-7.964601769911504,大幅減少
下通１丁目,1999,-7.971014492753622,大幅減少
内坪井町,2017,-7.984293193717278,大幅減少
呉服町３丁目,2019,-7.988165680473373,大幅減少
白山２丁目,2020,-7.994186046511628,大幅減少
田崎町,2004,-8.0,大幅減少
古大工町,2004,-8.0,大幅減少
板屋町,2014,-8.0,大幅減少
南熊本４丁目,2009,-8.015267175572518,大幅減少
迎町２丁目,1999,-8.02675585284281,大幅減少
南熊本３丁目,2006,-8.041958041958042,大幅減少
会富町,2002,-8.045977011494253,大幅減少
花畑町,2000,-8.045977011494253,大幅減少
山室３丁目,2023,-8.04953560371517,大幅減少
井川淵町,2020,-8.074534161490684,大幅減少
下通１丁目,2025,-8.108108108108109,大幅減少
南高江３丁目,2022,-8.108108108108109,大幅減少
川端町,2003,-8.108108108108109,大幅減少
安政町,2014,-8.108108108108109,大幅減少
山崎町,2024,-8.108108108108109,大幅減少
神水本町,2019,-8.13953488372093,大幅減少
大江２丁目,2010,-8.143074581430746,大幅減少
二本木５丁目,2000,-8.155080213903744,大幅減少
田崎町,2014,-8.16326530612245,大幅減少
川端町,2021,-8.16326530612245,大幅減少
古大工町,2006,-8.16326530612245,大幅減少
春日３丁目,2002,-8.180839612486544,大幅減少
魚屋町３丁目,2016,-8.19672131147541,大幅減少
細工町２丁目,2023,-8.19672131147541,大幅減少
河内町東門寺,2022,-8.19672131147541,大幅減少
大窪３丁目,2006,-8.201892744479496,大幅減少
二本木１丁目,1999,-8.208955223880597,大幅減少
出町,2017,-8.221797323135755,大幅減少
湖東１丁目,2017,-8.235294117647058,大幅減少
黒髪７丁目,2015,-8.256880733944955,大幅減少
武蔵ケ丘７丁目,2020,-8.261405672009865,大幅減少
新市街,2011,-8.275862068965518,大幅減少
呉服町２丁目,2000,-8.275862068965518,大幅減少
清水万石２丁目,2009,-8.294930875576037,大幅減少
古城町,2002,-8.333333333333332,大幅減少
紺屋町１丁目,2017,-8.333333333333332,大幅減少
安政町,2022,-8.333333333333332,大幅減少
近見９丁目,2020,-8.333333333333332,大幅減少
春日２丁目,2010,-8.333333333333332,大幅減少
慶徳堀町,2003,-8.333333333333332,大幅減少
蓮台寺５丁目,2010,-8.333333333333332,大幅減少
桜木６丁目,2004,-8.333333333333332,大幅減少
紺屋今町,2011,-8.333333333333332,大幅減少
松原町,2010,-8.333333333333332,大幅減少
手取本町,2013,-8.333333333333332,大幅減少
東町１丁目,2022,-8.383233532934131,大幅減少
呉服町２丁目,2005,-8.411214953271028,大幅減少
長嶺西３丁目,2005,-8.411214953271028,大幅減少
春日６丁目,2003,-8.426966292134832,大幅減少
白山１丁目,2016,-8.430913348946136,大幅減少
西原１丁目,2017,-8.433734939759036,大幅減少
南高江３丁目,2016,-8.450704225352112,大幅減少
古大工町,2015,-8.47457627118644,大幅減少
八幡８丁目,2009,-8.49056603773585,大幅減少
紺屋町３丁目,2004,-8.51063829787234,大幅減少
下通１丁目,2006,-8.530805687203792,大幅減少
武蔵ケ丘４丁目,2009,-8.541392904073588,大幅減少
板屋町,2003,-8.571428571428571,大幅減少
江越２丁目,2001,-8.60215053763441,大幅減少
出仲間９丁目,2012,-8.60655737704918,大幅減少
野田１丁目,2022,-8.641975308641975,大幅減少
下通１丁目,2005,-8.658008658008658,大幅減少
下南部１丁目,2011,-8.659217877094973,大幅減少
若葉１丁目,2005,-8.662613981762918,大幅減少
護藤町,2001,-8.684707363121461,大幅減少
帯山８丁目,2009,-8.68824531516184,大幅減少
新市街,2016,-8.695652173913043,大幅減少
板屋町,2015,-8.695652173913043,大幅減少
紺屋町２丁目,2005,-8.695652173913043,大幅減少
古京町,2022,-8.695652173913043,大幅減少
山室６丁目,2010,-8.695652173913043,大幅減少
八島町,2024,-8.737864077669903,大幅減少
上京塚町,2017,-8.75,大幅減少
田崎本町,2011,-8.766233766233766,大幅減少
小島上町,2015,-8.771929824561402,大幅減少
平成２丁目,2013,-8.806262230919765,大幅減少
近見町,2003,-8.849557522123893,大幅減少
下通２丁目,2004,-8.849557522123893,大幅減少
鍛冶屋町,1999,-8.860759493670885,大幅減少
田崎町,2015,-8.88888888888889,大幅減少
紺屋町２丁目,2019,-8.88888888888889,大幅減少
古城町,2021,-8.88888888888889,大幅減少
大窪４丁目,2009,-8.896797153024911,大幅減少
万町１丁目,2022,-8.904109589041095,大幅減少
西原３丁目,2011,-8.91089108910891,大幅減少
通町,2005,-8.928571428571429,大幅減少
渡鹿８丁目,2000,-8.947368421052632,大幅減少
細工町１丁目,2016,-8.955223880597014,大幅減少
古城町,2004,-8.955223880597014,大幅減少
紺屋今町,2022,-8.98876404494382,大幅減少
山ノ内２丁目,2003,-9.004739336492891,大幅減少
釜尾町,2014,-9.004739336492891,大幅減少
御領４丁目,2010,-9.006211180124224,大幅減少
東町１丁目,2002,-9.071729957805907,大幅減少
万町２丁目,2014,-9.090909090909092,大幅減少
紺屋町２丁目,1999,-9.090909090909092,大幅減少
古大工町,2000,-9.090909090909092,大幅減少
辛島町,2005,-9.090909090909092,大幅減少
清水万石２丁目,2013,-9.090909090909092,大幅減少
近見９丁目,2021,-9.090909090909092,大幅減少
松原町,2016,-9.090909090909092,大幅減少
紺屋阿弥陀寺町,2024,-9.090909090909092,大幅減少
米屋町３丁目,2023,-9.12863070539419,大幅減少
山ノ内４丁目,2017,-9.13978494623656,大幅減少
健軍５丁目,2008,-9.13978494623656,大幅減少
下通１丁目,2019,-9.15492957746479,大幅減少
渡鹿９丁目,2009,-9.174311926605505,大幅減少
呉服町１丁目,2013,-9.183673469387756,大幅減少
武蔵ケ丘９丁目,2006,-9.186351706036746,大幅減少
山崎町,2004,-9.195402298850574,大幅減少
横手２丁目,2005,-9.2,大幅減少
春日２丁目,2004,-9.202453987730062,大幅減少
上熊本１丁目,2017,-9.210526315789473,大幅減少
南熊本２丁目,2003,-9.239130434782608,大幅減少
川端町,2019,-9.25925925925926,大幅減少
無田口町,2000,-9.274193548387096,大幅減少
新市街,2004,-9.278350515463918,大幅減少
春日２丁目,2001,-9.289617486338798,大幅減少
紺屋町２丁目,2001,-9.30232558139535,大幅減少
宮内,2005,-9.30232558139535,大幅減少
二本木１丁目,2017,-9.31174089068826,大幅減少
迎町２丁目,2016,-9.316770186335404,大幅減少
古京町,2009,-9.333333333333334,大幅減少
紺屋町１丁目,2019,-9.333333333333334,大幅減少
紺屋今町,2019,-9.345794392523365,大幅減少
御領４丁目,2020,-9.35483870967742,大幅減少
手取本町,2015,-9.375,大幅減少
薄場町,2003,-9.375,大幅減少
手取本町,2004,-9.375,大幅減少
安政町,2004,-9.401709401709402,大幅減少
春日６丁目,2004,-9.406952965235174,大幅減少
花畑町,2002,-9.411764705882353,大幅減少
近見町,2011,-9.433962264150944,大幅減少
細工町１丁目,1999,-9.433962264150944,大幅減少
若葉４丁目,2017,-9.440993788819876,大幅減少
水道町,1999,-9.456264775413711,大幅減少
紺屋町１丁目,2013,-9.473684210526317,大幅減少
山室６丁目,2012,-9.50413223140496,大幅減少
河内町面木,2021,-9.523809523809524,大幅減少
田迎町大字田井島,2012,-9.523809523809524,大幅減少
御領７丁目,2017,-9.523809523809524,大幅減少
南高江５丁目,2004,-9.523809523809524,大幅減少
東阿弥陀寺町,2000,-9.523809523809524,大幅減少
八島町,2005,-9.558823529411764,大幅減少
鍛冶屋町,2023,-9.583333333333334,大幅減少
古大工町,2010,-9.615384615384617,大幅減少
万町１丁目,2009,-9.62962962962963,大幅減少
田崎町,2003,-9.63855421686747,大幅減少
河内町面木,2024,-9.67741935483871,大幅減少
板屋町,2005,-9.67741935483871,大幅減少
西阿弥陀寺町,2017,-9.67741935483871,大幅減少
東野４丁目,2017,-9.706546275395034,大幅減少
田迎町大字田井島,2019,-9.803921568627452,大幅減少
近見町,1999,-9.820193637621024,大幅減少
釜尾町,2023,-9.826589595375722,大幅減少
本山２丁目,2020,-9.850746268656717,大幅減少
古川町,2003,-9.900990099009901,大幅減少
田崎町,1999,-10.0,大幅減少
田崎町,2010,-10.0,大幅減少
慶徳堀町,2007,-10.0,大幅減少
蓮台寺５丁目,2005,-10.0,大幅減少
花畑町,2017,-10.0,大幅減少
花畑町,2022,-10.0,大幅減少
万町２丁目,2011,-10.0,大幅減少
松原町,2017,-10.0,大幅減少
紺屋阿弥陀寺町,2017,-10.0,大幅減少
御領７丁目,2008,-10.0,大幅減少
宮内,2009,-10.0,大幅減少
手取本町,2021,-10.0,大幅減少
清水万石２丁目,2014,-10.0,大幅減少
上林町,2001,-10.02710027100271,大幅減少
呉服町１丁目,2003,-10.091743119266056,大幅減少
中唐人町,2011,-10.106382978723403,大幅減少
南熊本２丁目,2016,-10.106382978723403,大幅減少
春日２丁目,2009,-10.112359550561797,大幅減少
小峯４丁目,2012,-10.114503816793894,大幅減少
徳王町,2012,-10.126582278481013,大幅減少
白山１丁目,1999,-10.129310344827585,大幅減少
山室６丁目,2014,-10.144927536231885,大幅減少
渡鹿９丁目,2023,-10.144927536231885,大幅減少
花畑町,2011,-10.16949152542373,大幅減少
横紺屋町,2010,-10.16949152542373,大幅減少
紺屋町２丁目,2014,-10.204081632653061,大幅減少
細工町５丁目,2021,-10.204081632653061,大幅減少
鍛冶屋町,2003,-10.256410256410255,大幅減少
田迎２丁目,2020,-10.271546635182998,大幅減少
秋津新町,2013,-10.2803738317757,大幅減少
古京町,2014,-10.294117647058822,大幅減少
下南部１丁目,2019,-10.3125,大幅減少
紺屋阿弥陀寺町,2001,-10.344827586206897,大幅減少
本荘町,2017,-10.347551342812006,大幅減少
蓮台寺５丁目,2000,-10.434782608695652,大幅減少
秋津新町,2017,-10.465116279069768,大幅減少
宮内,2014,-10.526315789473683,大幅減少
船場町２丁目,2008,-10.526315789473683,大幅減少
田迎町大字田井島,2002,-10.526315789473683,大幅減少
松原町,2002,-10.526315789473683,大幅減少
大窪４丁目,1999,-10.610932475884244,大幅減少
田迎町大字田井島,2011,-10.638297872340425,大幅減少
細工町３丁目,2004,-10.674157303370785,大幅減少
春日３丁目,2007,-10.700389105058365,大幅減少
西阿弥陀寺町,2018,-10.714285714285714,大幅減少
西唐人町,2001,-10.714285714285714,大幅減少
細工町５丁目,1999,-10.714285714285714,大幅減少
通町,2012,-10.714285714285714,大幅減少
二本木３丁目,2017,-10.714285714285714,大幅減少
総数,1999,-10.79136690647482,大幅減少
上京塚町,2000,-10.81081081081081,大幅減少
横紺屋町,2024,-10.81081081081081,大幅減少
古京町,2004,-10.843373493975903,大幅減少
山崎町,2019,-10.869565217391305,大幅減少
南高江５丁目,2002,-10.869565217391305,大幅減少
山崎町,2000,-10.891089108910892,大幅減少
細工町３丁目,2019,-10.909090909090908,大幅減少
千葉城町,2010,-10.919540229885058,大幅減少
大江２丁目,2012,-10.922787193973635,大幅減少
御領１丁目,2017,-10.925539318023661,大幅減少
花畑町,2004,-10.9375,大幅減少
城東町,2000,-11.0,大幅減少
秋津新町,2007,-11.023622047244094,大幅減少
手取本町,2022,-11.11111111111111,大幅減少
細工町２丁目,2025,-11.11111111111111,大幅減少
紺屋町３丁目,2001,-11.11111111111111,大幅減少
西唐人町,2018,-11.11111111111111,大幅減少
東阿弥陀寺町,2023,-11.11111111111111,大幅減少
松原町,2018,-11.11111111111111,大幅減少
手取本町,2001,-11.11111111111111,大幅減少
手取本町,2003,-11.11111111111111,大幅減少
湖東１丁目,2015,-11.235955056179774,大幅減少
徳王町,2013,-11.267605633802818,大幅減少
上京塚町,2003,-11.29032258064516,大幅減少
本荘３丁目,2021,-11.30690161527166,大幅減少
新市街,2020,-11.30952380952381,大幅減少
御領７丁目,2006,-11.320754716981133,大幅減少
紺屋今町,2020,-11.34020618556701,大幅減少
渡鹿９丁目,2000,-11.347517730496454,大幅減少
米屋町３丁目,2004,-11.353711790393014,大幅減少
川端町,2000,-11.363636363636363,大幅減少
上京塚町,2013,-11.39240506329114,大幅減少
万町１丁目,2016,-11.409395973154362,大幅減少
新市街,2006,-11.428571428571429,大幅減少
横紺屋町,2018,-11.428571428571429,大幅減少
南高江３丁目,2010,-11.44578313253012,大幅減少
古京町,2020,-11.475409836065573,大幅減少
渡鹿９丁目,2017,-11.475409836065573,大幅減少
古城町,2005,-11.475409836065573,大幅減少
田崎町,2008,-11.475409836065573,大幅減少
南熊本２丁目,1999,-11.483253588516746,大幅減少
板屋町,2009,-11.538461538461538,大幅減少
千葉城町,2002,-11.538461538461538,大幅減少
宮内,2001,-11.538461538461538,大幅減少
呉服町１丁目,2006,-11.578947368421053,大幅減少
細工町５丁目,2012,-11.627906976744185,大幅減少
川尻５丁目,2003,-11.67192429022082,大幅減少
松原町,2006,-11.76470588235294,大幅減少
紺屋阿弥陀寺町,2013,-11.76470588235294,大幅減少
山崎町,2025,-11.76470588235294,大幅減少
千葉城町,2000,-11.76470588235294,大幅減少
紺屋町２丁目,2018,-11.76470588235294,大幅減少
宮内,2015,-11.76470588235294,大幅減少
板屋町,2018,-11.76470588235294,大幅減少
津浦町,2013,-11.785356068204614,大幅減少
南高江５丁目,2025,-11.842105263157894,大幅減少
魚屋町３丁目,2013,-11.864406779661017,大幅減少
呉服町１丁目,2021,-11.956521739130435,大幅減少
段山本町,2003,-11.956521739130435,大幅減少
河内町面木,2019,-12.0,大幅減少
近見町,2020,-12.0,大幅減少
大江２丁目,2011,-12.013256006628003,大幅減少
沼山津２丁目,2017,-12.040816326530612,大幅減少
細工町５丁目,2003,-12.068965517241379,大幅減少
千葉城町,2009,-12.121212121212121,大幅減少
花畑町,2020,-12.195121951219512,大幅減少
紺屋町２丁目,2008,-12.195121951219512,大幅減少
中江町,2012,-12.244897959183673,大幅減少
川端町,2015,-12.244897959183673,大幅減少
迎町２丁目,2017,-12.32876712328767,大幅減少
魚屋町３丁目,2024,-12.371134020618557,大幅減少
近見町,2002,-12.4031007751938,大幅減少
若葉６丁目,2017,-12.418300653594772,大幅減少
魚屋町１丁目,2006,-12.5,大幅減少
魚屋町２丁目,2011,-12.5,大幅減少
松原町,2019,-12.5,大幅減少
飛田町,2022,-12.5,大幅減少
桜木６丁目,2012,-12.5,大幅減少
東阿弥陀寺町,2025,-12.5,大幅減少
通町,2003,-12.5,大幅減少
中江町,1999,-12.5,大幅減少
手取本町,2025,-12.5,大幅減少
九品寺６丁目,2004,-12.556053811659194,大幅減少
蓮台寺５丁目,2003,-12.626262626262626,大幅減少
通町,2022,-12.658227848101266,大幅減少
下通１丁目,2014,-12.70718232044199,大幅減少
井川淵町,2002,-12.716763005780345,大幅減少
飛田町,2020,-12.727272727272727,大幅減少
中江町,2015,-12.76595744680851,大幅減少
紺屋今町,2007,-12.844036697247708,大幅減少
南高江３丁目,2020,-12.935323383084576,大幅減少
桜木６丁目,2006,-13.043478260869565,大幅減少
大窪１丁目,2016,-13.122171945701359,大幅減少
河内町面木,2022,-13.157894736842104,大幅減少
江津２丁目,2018,-13.186813186813188,大幅減少
横紺屋町,2011,-13.20754716981132,大幅減少
宮内,2018,-13.333333333333334,大幅減少
紺屋阿弥陀寺町,2014,-13.333333333333334,大幅減少
魚屋町１丁目,1999,-13.333333333333334,大幅減少
古大工町,2002,-13.461538461538462,大幅減少
細工町２丁目,2014,-13.513513513513514,大幅減少
横手２丁目,2017,-13.580246913580247,大幅減少
上京塚町,2006,-13.636363636363635,大幅減少
戸島町,2004,-13.636363636363635,大幅減少
近見９丁目,2010,-13.698630136986301,大幅減少
細工町２丁目,2017,-13.793103448275861,大幅減少
手取本町,2017,-13.793103448275861,大幅減少
沼山津４丁目,2017,-13.811320754716983,大幅減少
湖東１丁目,2021,-13.829787234042554,大幅減少
魚屋町３丁目,2018,-13.846153846153847,大幅減少
西唐人町,2021,-13.88888888888889,大幅減少
東町１丁目,2025,-13.905325443786982,大幅減少
紺屋町２丁目,2000,-14.000000000000002,大幅減少
西阿弥陀寺町,2019,-14.000000000000002,大幅減少
